graph,algo,mode,access,activation,backend,platform,time_s,iterations,unreachable,edges,rss_MB,cpu_pct,avg_watt
datasets\roadNet-PA.edgelist,bfs,async,push,topo,cpu,PC,,,,,368.3,,
datasets\roadNet-PA.edgelist,bfs,async,push,data,cpu,PC,,,,,368.3,,
datasets\roadNet-PA.edgelist,bfs,async,pull,topo,cpu,PC,,,,,368.3,,
datasets\roadNet-PA.edgelist,bfs,async,pull,data,cpu,PC,,,,,368.3,,
datasets\roadNet-PA.edgelist,sssp,sync,push,topo,cpu,PC,,,,,368.3,,
datasets\roadNet-PA.edgelist,sssp,sync,push,data,cpu,PC,,,,,368.3,,
datasets\roadNet-PA.edgelist,sssp,sync,pull,topo,cpu,PC,,,,,368.3,,
datasets\roadNet-PA.edgelist,sssp,sync,pull,data,cpu,PC,,,,,368.3,,
datasets\roadNet-PA.edgelist,sssp,async,push,topo,cpu,PC,,,,,368.3,,
datasets\roadNet-PA.edgelist,sssp,async,push,data,cpu,PC,,,,,368.3,,
datasets\roadNet-PA.edgelist,sssp,async,pull,topo,cpu,PC,,,,,368.3,,
datasets\roadNet-PA.edgelist,sssp,async,pull,data,cpu,PC,,,,,368.3,,
datasets\roadNet-PA.edgelist,pagerank,sync,pull,topo,cpu,PC,,,,,368.3,,
datasets\roadNet-PA.edgelist,pagerank,sync,pull,data,cpu,PC,,,,,368.3,,
